city,tone,comment
Москва,negative,"По факту - это не мастер класс, это просто выдача всего необходимого для поделки и все)));  Никто не рассказал, как сделать лучше и чтобы ты хотел в финале получить. В итоге все вокруг меня, да и я тоже, собрали максимально отвратные цвета, потому что они все перемешались и вышло, то что пойдет скорее всего сразу в мусорное ведро. ;  Сколько лить краски, какой, как и тд, ничего не было сказано. По факту все всё сделали за 5-10 минут и ушли"
Екатеринбург,positive,
Екатеринбург,positive,всё было классно
Москва,positive,Очень интересный экскурсовод
Москва,positive,"Все супер, интересно и детям, и взрослым"
Москва,positive,"Очень понравилось взрослым, детям (8 и 10 лет) скучновато и они много чего не понимали, но уверена, что-то да запомнили. В целом детям понравилось, подустали только"
Санкт-Петербург,positive ,
Москва,positive,"В целом хорошо, но мало показали сам цех и конвеер. Было бы круто побольше посмотреть как разливаются напитки в бутылки, как упаковывают это и грузят. В общем реальную работу завода. Сам экскурсовод был классный, интересно рассказывал про историю и как готовили раньше и сейчас"
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,"Спасибо, что организовываете мероприятия с «Москва глазами инженера». Это очень круто! Классные экскурсии, крутые гиды, отличная организация! Спасибо"
Москва,positive,- не хватало водички в жаркий день ;  - не хватило экскурсии внутри помещений
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,"Все организовано на высшем уровне!;  Легко найти, всем хватило места. Ведцщрй мастер-класса все доступно объяснял и помогал пои необходимости. Прекрасная медитация, радующий результат. И еще и печеньки. Захотелось вернуться и сделать и другую работу. Спасибо за такое классное промприятие! 💓"
Белград,positive ,
Москва,positive,"Это был восхитительный мастер-класс в красивом месте, с очень приятной девушкой, которая всех наставляла, помогала и поддерживала ;  Результаты выше всех ожиданий"
Белград,positive ,"Классная экскурсия! Отдельное спасибо за то, что выдавали воду, по такой жаре это было очень кстати!"
Белград,positive ,
Белград,positive ,Все отлично!
Москва,positive,"Очень понравился квест и экскурсия. Замечательный ведущий, заботливые сопровождающие и кураторы"
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,Спасибо большое!
Москва,positive,
Москва,positive,"Спасибо, что помогли мне закрыть мой гештальт. Давно хотела посетить завод Очаково, но туда сложно попасть тк нужно набрать порядка 30 человек экскурсию.;  ;  ;  Можно попробовать утонят у организаторов расписание когда работает конвейер и в эти часы брать экскурсии. Было немного обидно, что многие конвейеры были выключены."
Москва,positive,"Отличный экскурсовод, спасибо за сертификаты"
Санкт-Петербург,positive ,"Спасибо большое! Отдельное спасибо за то, что на мероприятие можно было брать +1;  Впечатлений вагон, очень понравилось"
Москва,neutral,
Москва,positive,Отличный мастер-класс! ;  Только рановато вставать пришлось
Москва,positive,
Белград,positive ,Оооочень здорово! Спасибо! ;  И хочется ещееееее 🤍
Москва,positive,
Москва,positive,
Белград,positive ,Неожиданно мероприятие превзошло мои ожидания! Спасибо большое!;  Теперь на Jazz в ботаническом саду я бы сходила ещё просто сама)
Москва,positive,Все круто!
Москва,positive,Очень понравилось! Спасибо!
Москва,positive,Все хорошо
Москва,positive,Все отлично
Санкт-Петербург,positive ,
Москва,positive,"Я думал, что нас нормально покормят, а по итогу конфетки да леденцы всякие, но сама экскурсия интересная"
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,"Было супер информативно, весело и ОЧЕНЬ вкусно. Ребята из бара создали отличную атмосферу❤️;  ;  Хотелось бы +1 хотя бы внутри компании, чтобы взять коллегу"
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,"очень хороший гид была, интересно рассказывала материал"
Москва,positive,
Москва,positive,Все супер!
Москва,positive,Все было огонь!
Москва,neutral,"Не хватило динамики.;  Показалось,что спектакль для детей помладше 4+.;  Мы были с детьми 8 лет и им не понравилось."
Москва,positive,
Москва,positive,
Москва,positive,Классное мероприятие ! Ребята организаторы -супер
Москва,positive,
Москва,positive,"Все ребята очень приятные. МК супер. Очень интересно, очень вкусно. Готова идти на любой МК от этих оргов."
Москва,positive,
Москва,positive,"Очень крутое мероприятие, организаторы те же что на дне плова. Все очень внимательно, весело и вкусно"
Москва,positive,В восторге!
Москва,positive,
Москва,positive,
Москва,positive,"Записались день в день, ранее мест не было - сложно планировать;  ;  Так же было бы удобней бронировать из телеграмма"
Санкт-Петербург,positive ,
Москва,positive,Все круто!
Москва,positive,"Супер топ, нужно больше подобных активностей связанных с водой!"
Москва,positive,"Очень понравилась экскурсия. Отличный гид, красивые локации. Было очень познавательно!"
Казань,positive,"В целом хорошо, но я был предоставлен сам себе, хотелось больше предложений в помощи"
Санкт-Петербург,positive ,"Очень круто организовано! По времени оптимально, картины и пошаговые инструкции подготовлены, сумки под холсты подарили, всё чётко. Ведущий огонь, очень интересно пообщаться, поотвечать на вопросы во время творчества. Художники, которые помогали, приятные и дружелюбные, советы полезные"
Москва,positive,"Супер огонь, нужно больше такого!"
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,"Очень классный формат и место, эстетично и красиво) у всех получились красивые изделия, которые можно унести с собой на память, комфортная атмосфера. Пространство дома липы очень вдохновляет ❤️"
Москва,positive,
Москва,positive,
Москва,neutral,"Скучновато, можно в два раза сократить"
Москва,negative,"Не очень понравилась активность;  Не было какой то вводной части, рассказа про технику, чем она полезна, откуда она, почему мы делаем ту или иную линию.;  Куратор разрывалась между 3 комнатами, не очень понятно объясняла что делать, приходилось между собой с коллегами обсуждать дальнейшие действия, собирать кто что услышал и увидел."
Москва,positive,
Москва,positive,Шеф повар - супер!
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,
Москва,positive,"Ребёнок поел пирожков, мерил тесто руками, истории рассказывает пекарь про хле, отлично!)"
Москва,positive,"Все супер, спасибо!"
Санкт-Петербург,positive ,"Отлично организованная выставка, спасибо)"
Москва,positive,
Санкт-Петербург,positive ,"Хотелось бы отдельную экскурсию для сотрудников Яндекса, не дождались начала экскурсии, походили сами"
Москва,positive,
Москва,positive,"Было достаточно плотно сидеть за столом, иногда стукались локтями"
Москва,positive,Очень понравились экскурсия и экскурсовод! Большое спасибо!
Москва,positive,"Очень получилось классное мероприятие! И еда, и музыка, и атмосфера!;  Из минусов - с туалетом к началу мероприятия надо бы что-то было решить"
Москва,positive,Все очень понравилось!
Москва,positive,Очень интересная экскурсия
Москва,positive,
Москва,neutral,"Маршрут не очень интересный, прокатили вдоль новостроек, надо было риелтора добавить, чтоб рассказывал отЖК и стоимости 😀. От парка культуры в прошлом году было гораздо интереснее и информативнее, был экскурсовод."
Москва,neutral,Было скучно. Стоит добавить экскурсию.;  Понравилось мастерство капитана - очень красивый подход к причал с разворот судна
Москва,positive,Бокал вина бы )
Москва,positive,
Москва,positive,
Санкт-Петербург,positive ,Более конкретно указывать в описании мероприятия в чем оно состоит. Что барбекю за доп плату
Москва,positive,"Очень атмосферно и приятно. Но возраст был заявлен 6+, но для деток было скучновато. Думали, будет больше того, где делаем руками."
Москва,positive,
Москва,positive,Очень понравилось ;  Спасибо огромное
Санкт-Петербург,positive ,
Москва,positive,
Москва,positive,
Москва,positive,"Очень классно, хочется ещё"
Москва,positive,
Москва,positive,Привет!;  Спасибо за организацию.
Москва,positive,
Москва,positive,"Экскурсовод, которая вела в 17:00 - просто бомба, суперское мероприятие"
Москва,positive,Просто великолепно!!!
Москва,positive,
Москва,positive,
Москва,positive,Жаль не было гида
Санкт-Петербург,positive ,Все супер
Москва,positive,
Москва,positive,
Москва,neutral,Без экскурсии скучновато. На солнце довольно жарко.
Москва,positive,"Очень понравилось мероприятие. Было интересно, вкусно и ненапряжно, а еще очень понравилось команда бара - открытые и дружелюбные ребята, видно, что они любят свое дело. Расстроило только то, что те настойки, которые мы готовили, мы сами по итогу не попробовали, и то, что из-за визита следующей группы было маловато времени на общение с коллегами."
Москва,positive,
Москва,positive,"Экскурсовод Александр очень интересно рассказывает, приятно слушать, и вся экскурсия проходит на одном дыхании"
Москва,positive,
Москва,negative,"Максимально скучная и посредственная экскурсия. Экскурсовод Наталья с первого момента вызывает недоумение, когда предлагает сходить в туалет «в кусты, тем более я вижу, что вы и так на них поглядываете». Не знаю, с чем связаны такие фантазии Натальи, но подобные ремарки считаю абсолютно недопустимыми. По ходу экскурсии не рассказали абсолютно ничего существенного или интересного, показали пустые баки и две конвейерных ленты, на некоторые вопросы экскурсовод отшутилась (в той же манерой, что и с советом о кустах), и почему-то постоянно говорила, что видит в наших глазах желание поскорее перейти к дегустации. Конечно, сотрудники Яндекса ведь всю жизнь мечтали попробовать дешевое пиво, и наконец-то подвернулась такая возможность! ;  С учетом того, что до завода не так просто добраться, а особенно с учетом качества экскурсии, я бы настоятельно не рекомендовал к посещению."
Москва,positive,"Очень классный экскурсовод Матвей, приятно и интересно было слушать"
Москва,negative,"Мероприятие для нас не состоялось. Мы пришли на 10 минут позже начала, мест уже не было, не было и футболок. Мы сообщили об этом координатору на месте - к ней никаких вопросов, было видно, что она сразу начала искать пути решения. Но мы решили не оставаться, поскольку в целом там творился форменный ужас: тесно, куча людей, африканцы что-то кричат и бьют в барабаны. Возможно, кому-то такое нравится, но я был даже рад, что футболок не оказалось."
Москва,neutral,"Неоднозначные впечатления. Было заявленое командное приготовление, какое-то соревнование, мастер класс лекции о пиве. По факту: пиво было, плов был, музыка была. Еще были очереди за пловом и в туалет. Плов был вкусный, пиво я по личным причинам решил не пить после первого стакана, но наливали его в бумагу и пены было больше, чем пива. В целом - сомнительно, второй раз бы точно не хотелось посетить, и другим рекомендовать не стал бы."
Москва,positive,
Минск,positive,"Сделать этот ивент еще раз в августе! Хотелось бы еще с + 1;  Приятные тренеры, интересные активности, что еще можно делать утром в воскресенье айтишнику)"
Москва,positive,"МК пушка!!! Сам факт того, что можно еще пивко выпить и сидр перед самим МК - огонь) еще и закуски были, тоже класс;  Сам МК очень понравился, куча полезной инфы и практических навыков по приготовлению настоек ;  Отличный МК"
Москва,positive,"Вполне приятное мероприятие: хорошая атмосфера, интересная и легкая к восприятию информация в диалоге с аудиторией, командная активность. Второй раз скорее нет, чем да, но первым разом доволен."
Москва,positive,Вкусный хлеб
Москва,positive,-
Москва,positive,"Все супер! Мероприятие отличное, девушка, которая вела мероприятие очень приятная! Всё доходчиво объясняла и показывала"
Москва,positive,Все было супер! Организация на высшем уровне . Подарочки порадовали
Москва,positive,
Москва,positive,Мероприятие очень крутое! Сергею отдельное спасибо)
Москва,positive,
Санкт-Петербург,positive ,
Санкт-Петербург,negative ,"В финский залив вышли на 1 метр, было очень скучно"
Санкт-Петербург,positive ,Все замечательно :)
Санкт-Петербург,positive ,Супер интересно и очень круто. Классное место
Санкт-Петербург,positive ,"Жаль, что не получилось доплыть до финского залива из-за погоды"
Санкт-Петербург,positive ,Все хорошо)
Белград,positive ,"Лектор просто 20/10, интересно, увлекательно, полезно, с юмором!! Топ.;  ;  Но блин, зачем собираете ОС от сотрудников во внутренних формах? Есть же forms ext!! 80% отваливается на этапе ввода totp"
Санкт-Петербург,positive ,"Потрясающий экскурсовод! Очень интересная экскурсия, всё замечательно!!!!!"
Санкт-Петербург,neutral ,"Если честно, не понравилась экскурсия, т.к. экскурсовод очень быстро говорил, тяжело воспринималась информация. Но он смешно шутил. Тонко, но очень смешно. Второй раз не пошла бы((("
Белград,positive ,"Все понравилось, только очень мало места и не очень удобные стулья"
Москва,positive,Все хорошо
Белград,positive ,"Тема лекции очень актуальная. Понравилась подача материала: достаточно много фактической информации, разбавленной жизненными историями и шутками. Время пролетело незаметно. ;  ;  В помещении было слегка душновато, под конец как будто бы закончился кислород."
Белград,positive ,"Очень нравятся спортивные активности. Было интересно пообщаться с опытным трейлраннером. В пробежке были элементы экскурсии, смотрели на город и окрестности с обзорных точек. ;  ;  Также понравилось, как все было организовано. В конце сделали качественную растяжку, которой бегуны часто пренебрегают. ;  ;  Было довольно жарко, если бы начинали пораньше, было бы попроще, но понимаю, что многие не все готовы рано просыпаться в воскресенье."
Белград,positive ,"В этом событии было идеальное для меня сочетание практических творческих заданий, развлекательной и образовательной части. Задания позволили по-новому взглянуть на окружающие объекты и раскрыли многообразие креативных вариантов использования камеры обычного смартфона, чтобы эти объекты запечатлеть. Локация тоже была выбрана интересная. У ребят получилось много интересных фотографий. Занятно видеть, какие разные фотографии получаются при одном и том же задании."
Москва,positive,
Москва,positive,
Москва,positive,"В 19:00 уже было темновато и тесновато, не все было слышно в конце стола, но преподаватель старалась подходить, ножниц было мало, а так все здорово: преподаватель супер, МК очень интересный. Спасибо большое!"
Минск,neutral,
Алматы,positive,Всё прошло хорошо и хотелось бы побольше мероприятий с +1
Москва,positive,
Москва,positive,"Хорошая организация и само мероприятие. Жаль, что нельзя было прийти с +1"
Минск,positive,Очень классное мероприятие. Было бы здорово повторить в рамках этого Лето Вместе
Москва,negative,"Само мероприятие прошло, от силы, 40 минут, при том, что начало задержалось на 10. Ожидал мастер-класс для успокоения, но этого не произошло. В начале долго, громко и тяжело играли барабаны, так долго было тяжело их слушать. На самом мастер-классе вкратце объяснили шаги производства, но не объяснили, что получится при разных вариантах складывания и что надо сделать для получения определенных узоров. Сам процесс занял максимум 15 минут."
Нижний Новгород,positive,https://disk.yandex.ru/d/EXm2HjoNcGb19Q
Москва,positive,"Мероприятие нам очень понравилось, осмотрели зоопарк, и познакомились с интересными фактами о животных. Ведущий Олег, как всегда на высоте. В прошлом году мы посещали квест на Мосфильме с ним же. Приглашайте его пожалуйста на другие мероприятия Лета Вместе!"
Москва,positive,Было очень интересно познакомиться с неизвестными примерами архитектуры старой Москвы и узнать массу занятных фактов о ней. Детям также было интересно
Белград,positive ,"Очень крутой опыт, подходит и детям и взрослым"
Белград,positive ,"Все было прекрасно, аниматоры смогли завлечь всех детей, единственное - не самое удачное время на мой взгляд, обычно дети детсадовского возраста в такое время спят, получается что приходится сбивать режим + дети в это время уставшие (хотят спать) + еще и на солнце"
Москва,positive,"Однозначно рекомендую.;  Отличный гид, интересный маршрут."
Москва,neutral,"Впечатление было бы лучше, если бы работала гарнитура и передатчик.;  Постоянно пропадала связь в наушнике, часть материала терялась. Ассистент ничем не смог помочь. Недовольна была вся группа, кто-то вообще снял наушники и просто гулял вместе с группой. Впечатление было испорчено. ;  Маршрут был интересный."
Москва,negative,"Мастер класс (если его можно так назвать) длился от силы 10 минут.;  За ведущими мероприятие девушками нужно было в прямом смысле бегать. Дали дырявые и грязные футболки, затем никакой инструкции что с ними делать дано не было. Помогали соседи ;по парте;, кто предварительно смотрел видео. За красками тоже нужно было бегать по залу. Барабанов не было вообще. Освободились через 10 минут, ставлю 2 из 10 только из-за хорошей локации для проведения мероприятия. Прогулка на флаконе/хлебзаводе сгладила впечатления от впустую потраченного времени в выходной день."
Екатеринбург,neutral,"Тема интересная, но плохо раскрыта. Экскурсовод явно не очень глубоко в ней разбирается. В городе есть более хорошие экскурсоводы по этой теме."
Екатеринбург,positive,"Все было неплохо, шопперы понравились. Только многовато людей для такой площади. И на мастер-классе не учили рисовать, а лишь дали распечатку рисунка и сказали переносить как получается."
Белград,positive ,
Екатеринбург,positive,"Классная йога в лучшем йога-центре города. Я бы сходил еще. Единственный минус -- очень много людей для такого маленького зала. Хорошо, что несколько человек не пришли, иначе всем вместе было бы совсем тесно."
Екатеринбург,positive,"Пока это единственное мероприятие, которому я поставил 10. Все супер, крутой музей, крутой экскурсовод. Ночная экскурсия просто топ. ;  Надо повторять!"
Москва,neutral,"Довольно грубо отвечала ведущая МК, не всегда хотелось к ней лишний раз обращаться"
Москва,positive,"Очень понравилось. Единственное что хотелось больше узнать про рецепт, так как много продуктов было уже готовыми, то лучше бы рассказать как их готовили. Или может быть дать памятку."
Москва,positive,"Странная навигация, которая немного сбила с толку, когда искал куда ехать: написано ;банк открытие арена;, а на деле это ;лукойл арена;. Написано ;трибуна Б; а наделе это оказался ;сектор В;. Лучше бы просто была метка на карте, куда прийти. ;  ;  p.s. на месте координатор встретил, всё было супер"
Санкт-Петербург,positive ,"Огромное спасибо Яндексу за возможность посетить такое офигенное мероприятие! Очень жаль, что не знали о нем раньше;  Суперские места, за это отдельное спасибо"
Алматы,positive,
Алматы,positive,
Алматы,positive,
Санкт-Петербург,neutral ,"не очень поняли смысл платного входа, внутри все платно и по обычным ;ресторанным ценам;;  крутая зона от яндекс еды была, выиграли дождевик) это приятно;  остальное непонятно: обычная ярмарка сыров/пива/рукоделия;  не советую больше покупать туда билеты"
,,
Москва,positive,
Москва,positive,
Нижний Новгород,positive,
Москва,positive,"Я даже не ожидала, что будет настолько круто!;  Нас встретили приветственным пивком, угостили вкуснейшей едой, затем прошёл сам мастер-класс, причём было очень интересно, познавательно, никакого занудства. Мы научились делать настойки, продегустировали их, а потом нам дали в подарок то, что мы сделали. Это просто восторг. Огромное спасибо организаторам за такой высочайший уровень!"
Москва,positive,"Крутая команда, не знаю было ли удобно сидеть ребятам в задних рядах, но представление было интересное"
Белград,negative ,"Вообще не понравилось :(;  Сам клуб - в гараже, очень грязный, в туалетах половина кабинок не работала, места было мало и такое чувство, что там никто никогда не убирался. Никто не предупредил заранее о том, что будет зона с кальянами (из которой всё равно дым попадал в общую зону), иначе бы вообще не стала бы записываться на мероприятие, т.к. у меня аллергия. По музыке тоже - заявленных нулевых было процентов 20% от общего плейлиста, остальное - музыка последних трёх лет, что тоже не очень вписывается в концепцию мероприятия. Заявленного в ;Событиях; картонного Меладзе вообще не было, а организатор на площадке не был даже про него в курсе.;  Очень жаль потраченного токена, но остальные события, на которых я побывала - очень классные и в любом случае хочется поблагодарить организаторов за Лето Вместе :)"
Москва,neutral,"Очень короткий инструктаж, по факту за полчаса на МК справились. непродуманная упаковка, в здании легко потеряться (благополучно потерялись с коллегой, когда уже вышли из МК)"
Москва,positive,"Кажется что одного модератора мало на то количество людей, что сидит за столом, а так МК инетресный, здорово, что получилось сделать свои духи"
Белград,positive ,"Очень классное мероприятие! Даже, наверное, хорошо, что только для коллег - получается своеобразный тимбилдинг, потому что есть возможность познакомиться с коллегами из других команд. Было очень круто! Сам квиз интересный, единственный спорный момент - получилось так, что две команды набрали одинаковое количество баллов, а призы на такой случай не были предусмотрены, и в итоге кому-то дали 2 а кому-то 3 место. Но в любом случае, с радостью бы посетила такое ещё раз!) Спасибо!"
Москва,positive,"Классная команда, порадовал мерч и еда в конце, т.к. тренинг очень длительный;  ;  здорово, что есть отработка. возможно можно предусмотреть материалы (хотя бы презентацию финально скинуть)"
Москва,positive,"Было маловато баров, интересный гид. здорово, что команда предусмотрела дождевики, но плохо, что не было орг чата, чтобы оперативно всем в сложных погодных условиях собраться;  ;  местами теряли друг друга (не сотря на аудиогиды, в подвале/в центре москвы они местами не ловят)"
Москва,positive,"Хорошее мероприятие, чтобы что-то поделать необычного руками"
Москва,negative,"Плохое качество футболки, непродуманный формат - ребята барабанили и мешали модераторам рассказывать как правильно работать с тай дай, не было ничего про историю тай дай, что это такое и т.п.;  по сути за пол часа силами себя и соседей покрасили и ушли;  помещение душное, мест мало, столы поставлены тесно;  ;  впечатление негативное ;  ;  к девочкам модераторам не относится, они старались как могли, но их было мало и очень плохо слышно"
Москва,positive,"Блюда были ну очень уж простые (салат порезать самый обычный, и мясо завернуть в бекон). ;  ;  Когда шефа спрашивали, как лучше - делайте как хотите. ;  ;  Однако, получилось все вкусно, поели - это всегда приятно, кулинарные мастер-классы в этом плане супер.;  ;  Просто хочется больше вовлеченности и профессионализма шефа. Плюс было два стола, и он одним объясняет, вторые ничего не слышать и просто повторюшничают за первыми"
Москва,neutral,"Мероприятие на 15 минут - сомнительно ;  ;  Барабаны прикольно во время ожидания самого действия, но они были ооочень громкие. Из-за них даже друг с другом поговорить нормально не получалось. ;  ;  Места очень тесные, непонятн особо где сесть. ;  ;  Помогающих девочек очень мало, они перебегали от стола к столу, быстро что-то пытались сказать, из-за барабанов ничего не слышно. ;  Каждая девочка говорила по разному - кому-то что надо что-то сделать сразу, кому-то не сразу - все по разному. ;  ;  Качество футболок очень сомнительное. Возможно, стоило сделать на меньшее количество людей, но зато с получше качеством футболок, чтобы потом можно было с ним ходить. ;  ;  Итого, просто какая-то суета, ничего не понятно, все громко, и все это на 15 минут. Хотя сама задумка - прикольная, хотелось бы докрутить мероприятие. Может быть от тех же барабащников ввести какой-то блок легенд и мифов, чтобы они это как-то привязали к этим краскам и футболкам."
Санкт-Петербург,neutral ,"Из всего мероприятия очень понравилась только девушка, встречающая нас от Яндекса. Остальное очень странно. На входе был гест-дринк. Еда в рестороне, который заявлялся в анонсе мероприятия, оказалась за свои деньги. Но это ничего страшного, в отличии от того, что саму еду готовили больше часа! При этом, когда официант принимал заказ, он не предупредил о такой долгой готовности. А узнали мы об этом только тогда, когда решили уточнить, где наша еда. Оказывается, у них слабый генератор, поэтому время отдачи горячих блюд от часа. И да, медальоны из свинины оказались очень сухими, хотя официант говорил, что у них сухие колбаски, поэтому я и заказал медальоны. Живая музыка была странной. Один саксофонист, играющий под минус и всё. Музыка скучная. На корабле было очень душно, вентиляция работала плохо. ;  ;  В целом нормально, но из-за некоторых моментов впечатления подпортились."
Москва,negative,"Неправильный нейминг для мероприятия. От фестиваля плова ожидаешь плов - либо мастер-класс по приготовлению, либо дегустация разных пловов - хоть что-то, связанное с пловом. ;  ;  По факту - просто пивная тусовка в подворотне. ;  ;  В итоге - непонятное место, два чана с рисом (просто стоишь и смотришь, как оно стоит и все). Закуски, которые закончились за 20 минут. Если не пьешь пиво (причем днем и в жару) - только вода (в целом это ок). Громкая музыка на солнце. И все это в пыльной подворотне (думаю, что если бы это хотя бы было на природе, уже лучше было бы);  ;  Через сколько будет готов плов - непонятно, через час с лишним ушли так и не дождавшись."
Москва,negative,"Привет.;  Была на МК по тай-дай 06.07.2024 г.;  К сожалению, ожидания от мероприятия не оправдались..;  Очень много народу, очень шумно, как-то все скомканно и не организованно. Девушки, которые помогали с футболками, кажется и сами толком не знали как это все делать. Из-за шума было не слышно их.;  Было бы лучше, если бы был один ведущий, который бы говорил в микрофон и объяснял как все делать."
Москва,positive,"Само наличие такого мероприятия - отлично. Действительно интересно побывать на производствах, посмотреть, что да как, на большие сооружения. ;  ;  Сам комбинат, конечно, так себе - видимо из-за выходных половина не работает, людей нет, выглядит все пустынно. ;  Дегустация была нормальной, но немного неорганизованной какой-то (сам подойди, возьми что видишь), хотелось бы хоть какие-то истории про эти напитки. ;  Все эти замечания, разумеется, не к команде яндекса - больше пожелания для самого ;Очаково;. ;  ;  Особенно порадовал сертификат на их товары, приятно. ;  ;  Добираться до места - долговато, но ок. ;  ;  Повторюсь, что сам факт побывать на таких предприятиях - топ. Если можно еще сходить на экскурсию, например, на завод Метровагонмаш (в Мытищах), или что-то еще такое крупно-техническое - здорово)"
